"datesold","postcode","price","propertyType","bedrooms"
"2012-04-04 00:00:00","2912","470000","house","3"
"2012-04-04 00:00:00","2903","496000","house","4"
"2012-04-04 00:00:00","2602","547000","house","3"
"2012-04-05 00:00:00","2615","365000","house","3"
"2012-04-05 00:00:00","2615","371000","house","3"
"2012-04-05 00:00:00","2602","565000","house","3"
"2012-04-05 00:00:00","2914","605000","house","4"
"2012-04-05 00:00:00","2614","657500","house","5"
"2012-04-05 00:00:00","2903","720000","house","4"
"2012-04-05 00:00:00","2607","735000","house","4"
"2012-04-05 00:00:00","2607","937500","house","5"
"2012-04-05 00:00:00","2902","1295000","house","5"
"2012-04-06 00:00:00","2604","963000","house","3"
"2012-04-10 00:00:00","2914","380000","house","3"
"2012-04-10 00:00:00","2615","411000","house","3"
"2012-04-10 00:00:00","2906","415000","house","3"
"2012-04-10 00:00:00","2902","442000","house","3"
"2012-04-10 00:00:00","2905","540000","house","4"
"2012-04-11 00:00:00","2612","398000","house","1"
"2012-04-11 00:00:00","2905","416000","house","3"
"2012-04-11 00:00:00","2615","470500","house","3"
"2012-04-11 00:00:00","2611","535000","house","3"
"2012-04-11 00:00:00","2902","550000","house","4"
"2012-04-11 00:00:00","2602","615000","house","4"
"2012-04-11 00:00:00","2602","620000","house","3"
"2012-04-11 00:00:00","2600","869777","house","4"
"2012-04-12 00:00:00","2611","480000","house","3"
"2012-04-12 00:00:00","2913","520000","house","3"
"2012-04-12 00:00:00","2604","680000","house","3"
"2012-04-13 00:00:00","2913","395000","house","3"
"2012-04-13 00:00:00","2902","450000","house","3"
"2012-04-13 00:00:00","2611","460000","house","3"
"2012-04-13 00:00:00","2602","600000","house","3"
"2012-04-14 00:00:00","2611","395000","house","4"
"2012-04-14 00:00:00","2611","510000","house","3"
"2012-04-14 00:00:00","2603","900000","house","5"
"2012-04-14 00:00:00","2612","901000","house","3"
"2012-04-14 00:00:00","2600","960000","house","2"
"2012-04-16 00:00:00","2913","445000","house","4"
"2012-04-16 00:00:00","2905","445000","house","3"
"2012-04-16 00:00:00","2602","625000","house","3"
"2012-04-17 00:00:00","2906","480000","house","3"
"2012-04-17 00:00:00","2615","522000","house","4"
"2012-04-17 00:00:00","2602","575000","house","3"
"2012-04-17 00:00:00","2906","610000","house","4"
"2012-04-17 00:00:00","2602","690000","house","4"
"2012-04-18 00:00:00","2602","314950","house","1"
"2012-04-18 00:00:00","2614","395000","house","3"
"2012-04-18 00:00:00","2914","500000","house","3"
"2012-04-18 00:00:00","2914","627000","house","4"
"2012-04-19 00:00:00","2906","374000","house","3"
"2012-04-19 00:00:00","2905","400000","house","3"
"2012-04-19 00:00:00","2615","420000","house","3"
"2012-04-19 00:00:00","2914","467500","house","3"
"2012-04-19 00:00:00","2914","487000","house","4"
"2012-04-19 00:00:00","2914","531750","house","3"
"2012-04-19 00:00:00","2914","553500","house","4"
"2012-04-19 00:00:00","2617","653000","house","4"
"2012-04-20 00:00:00","2913","423000","house","3"
"2012-04-20 00:00:00","2900","440000","house","3"
"2012-04-20 00:00:00","2615","490000","house","4"
"2012-04-20 00:00:00","2611","520000","house","3"
"2012-04-20 00:00:00","2913","520000","house","4"
"2012-04-21 00:00:00","2614","440000","house","5"
"2012-04-21 00:00:00","2611","499000","house","3"
"2012-04-23 00:00:00","2905","365000","house","3"
"2012-04-23 00:00:00","2905","435000","house","3"
"2012-04-23 00:00:00","2905","525000","house","4"
"2012-04-23 00:00:00","2913","595000","house","4"
"2012-04-23 00:00:00","2607","695000","house","4"
"2012-04-23 00:00:00","2600","800000","house","3"
"2012-04-24 00:00:00","2905","444000","house","3"
"2012-04-25 00:00:00","2902","366000","house","3"
"2012-04-26 00:00:00","2902","412550","house","3"
"2012-04-26 00:00:00","2615","420000","house","3"
"2012-04-26 00:00:00","2914","470000","house","3"
"2012-04-26 00:00:00","2906","489000","house","4"
"2012-04-26 00:00:00","2914","509000","house","4"
"2012-04-27 00:00:00","2905","441000","house","3"
"2012-04-27 00:00:00","2914","538500","house","4"
"2012-04-27 00:00:00","2602","545000","house","3"
"2012-04-27 00:00:00","2607","775000","house","4"
"2012-04-27 00:00:00","2606","1900000","house","5"
"2012-04-28 00:00:00","2903","480000","house","4"
"2012-04-28 00:00:00","2902","495000","house","4"
"2012-04-28 00:00:00","2905","535000","house","4"
"2012-04-28 00:00:00","2602","710000","house","2"
"2012-04-30 00:00:00","2617","500000","house","3"
"2012-04-30 00:00:00","2905","542500","house","5"
"2012-05-01 00:00:00","2617","400000","house","3"
"2012-05-01 00:00:00","2905","445000","house","3"
"2012-05-01 00:00:00","2611","477000","house","3"
"2012-05-01 00:00:00","2905","568000","house","4"
"2012-05-01 00:00:00","2617","600000","house","4"
"2012-05-02 00:00:00","2904","450000","house","3"
"2012-05-03 00:00:00","2615","398000","house","3"
"2012-05-03 00:00:00","2615","414000","house","4"
"2012-05-03 00:00:00","2615","461000","house","3"
"2012-05-03 00:00:00","2617","490000","house","3"
"2012-05-03 00:00:00","2615","515000","house","4"
"2012-05-03 00:00:00","2602","565000","house","4"
"2012-05-03 00:00:00","2602","580000","house","4"
"2012-05-03 00:00:00","2617","581000","house","4"
"2012-05-03 00:00:00","2602","596000","house","3"
"2012-05-03 00:00:00","2904","630000","house","4"
"2012-05-03 00:00:00","2604","641000","house","2"
"2012-05-04 00:00:00","2615","430000","house","3"
"2012-05-04 00:00:00","2902","494125","house","4"
"2012-05-04 00:00:00","2615","505000","house","4"
"2012-05-04 00:00:00","2611","569000","house","4"
"2012-05-05 00:00:00","2615","375000","house","3"
"2012-05-05 00:00:00","2607","527000","house","4"
"2012-05-05 00:00:00","2905","540000","house","5"
"2012-05-05 00:00:00","2607","765000","house","4"
"2012-05-07 00:00:00","2615","405000","house","3"
"2012-05-07 00:00:00","2615","450000","house","3"
"2012-05-07 00:00:00","2900","465000","house","3"
"2012-05-07 00:00:00","2903","465000","house","3"
"2012-05-07 00:00:00","2914","495000","house","4"
"2012-05-07 00:00:00","2617","555000","house","3"
"2012-05-07 00:00:00","2611","600000","house","3"
"2012-05-07 00:00:00","2904","620000","house","4"
"2012-05-07 00:00:00","2614","785000","house","4"
"2012-05-07 00:00:00","2612","935000","house","4"
"2012-05-08 00:00:00","2615","389000","house","3"
"2012-05-08 00:00:00","2620","395000","house","2"
"2012-05-08 00:00:00","2906","425000","house","4"
"2012-05-08 00:00:00","2905","430000","house","3"
"2012-05-08 00:00:00","2913","585000","house","4"
"2012-05-08 00:00:00","2914","701000","house","4"
"2012-05-08 00:00:00","2600","1150000","house","4"
"2012-05-09 00:00:00","2615","436000","house","3"
"2012-05-09 00:00:00","2615","455000","house","4"
"2012-05-09 00:00:00","2914","525000","house","4"
"2012-05-09 00:00:00","2905","540000","house","4"
"2012-05-09 00:00:00","2905","635000","house","4"
"2012-05-09 00:00:00","2612","850000","house","3"
"2012-05-10 00:00:00","2913","359000","house","2"
"2012-05-10 00:00:00","2913","445000","house","3"
"2012-05-10 00:00:00","2905","454700","house","3"
"2012-05-10 00:00:00","2903","545000","house","4"
"2012-05-10 00:00:00","2615","555000","house","4"
"2012-05-10 00:00:00","2607","847000","house","5"
"2012-05-11 00:00:00","2902","416500","house","3"
"2012-05-11 00:00:00","2914","450000","house","3"
"2012-05-11 00:00:00","2615","468000","house","3"
"2012-05-11 00:00:00","2904","500000","house","3"
"2012-05-11 00:00:00","2611","510000","house","3"
"2012-05-12 00:00:00","2905","440000","house","3"
"2012-05-12 00:00:00","2903","492500","house","4"
"2012-05-12 00:00:00","2906","585000","house","4"
"2012-05-12 00:00:00","2906","725000","house","4"
"2012-05-12 00:00:00","2607","815000","house","4"
"2012-05-14 00:00:00","2905","405000","house","3"
"2012-05-14 00:00:00","2617","482500","house","3"
"2012-05-14 00:00:00","2611","483000","house","3"
"2012-05-14 00:00:00","2902","550000","house","4"
"2012-05-15 00:00:00","2906","382000","house","3"
"2012-05-15 00:00:00","2906","419000","house","3"
"2012-05-15 00:00:00","2615","455000","house","3"
"2012-05-16 00:00:00","2615","327500","house","2"
"2012-05-16 00:00:00","2906","375000","house","3"
"2012-05-16 00:00:00","2617","470000","house","3"
"2012-05-16 00:00:00","2615","530000","house","4"
"2012-05-16 00:00:00","2602","650000","house","3"
"2012-05-17 00:00:00","2913","445000","house","3"
"2012-05-17 00:00:00","2904","449950","house","3"
"2012-05-17 00:00:00","2615","497500","house","4"
"2012-05-17 00:00:00","2617","515000","house","4"
"2012-05-17 00:00:00","2906","618000","house","4"
"2012-05-18 00:00:00","2905","432500","house","3"
"2012-05-18 00:00:00","2905","485000","house","3"
"2012-05-18 00:00:00","2904","540000","house","4"
"2012-05-18 00:00:00","2913","795500","house","5"
"2012-05-19 00:00:00","2615","521000","house","3"
"2012-05-19 00:00:00","2615","613000","house","3"
"2012-05-19 00:00:00","2906","660000","house","4"
"2012-05-19 00:00:00","2904","730000","house","5"
"2012-05-21 00:00:00","2607","239000","house","1"
"2012-05-21 00:00:00","2615","412500","house","3"
"2012-05-21 00:00:00","2902","429000","house","3"
"2012-05-21 00:00:00","2614","459000","house","3"
"2012-05-21 00:00:00","2905","505000","house","4"
"2012-05-21 00:00:00","2914","510000","house","4"
"2012-05-21 00:00:00","2902","525000","house","4"
"2012-05-21 00:00:00","2602","548000","house","4"
"2012-05-21 00:00:00","2615","560000","house","4"
"2012-05-21 00:00:00","2913","570000","house","4"
"2012-05-21 00:00:00","2600","845000","house","3"
"2012-05-21 00:00:00","2602","870000","house","4"
"2012-05-22 00:00:00","2902","380000","house","3"
"2012-05-22 00:00:00","2905","534000","house","4"
"2012-05-22 00:00:00","2906","615000","house","4"
"2012-05-23 00:00:00","2906","440000","house","3"
"2012-05-23 00:00:00","2615","460000","house","4"
"2012-05-23 00:00:00","2906","545000","house","4"
"2012-05-23 00:00:00","2611","590000","house","4"
"2012-05-23 00:00:00","2611","605000","house","4"
"2012-05-23 00:00:00","2905","675000","house","5"
"2012-05-24 00:00:00","2906","400000","house","3"
"2012-05-24 00:00:00","2611","437500","house","3"
"2012-05-24 00:00:00","2904","450000","house","4"
"2012-05-24 00:00:00","2914","515750","house","4"
"2012-05-24 00:00:00","2605","535000","house","3"
"2012-05-24 00:00:00","2602","825000","house","4"
"2012-05-24 00:00:00","2913","967000","house","5"
"2012-05-24 00:00:00","2603","1163000","house","4"
"2012-05-25 00:00:00","2905","405000","house","3"
"2012-05-25 00:00:00","2902","425000","house","3"
"2012-05-25 00:00:00","2903","430000","house","3"
"2012-05-25 00:00:00","2617","435000","house","3"
"2012-05-25 00:00:00","2905","463000","house","4"
"2012-05-25 00:00:00","2905","485000","house","4"
"2012-05-25 00:00:00","2602","512000","house","3"
"2012-05-25 00:00:00","2914","525000","house","4"
"2012-05-25 00:00:00","2611","540000","house","3"
"2012-05-25 00:00:00","2615","550000","house","4"
"2012-05-25 00:00:00","2914","595000","house","5"
"2012-05-25 00:00:00","2906","612000","house","4"
"2012-05-26 00:00:00","2611","457500","house","3"
"2012-05-26 00:00:00","2602","642500","house","4"
"2012-05-26 00:00:00","2600","1350000","house","5"
"2012-05-28 00:00:00","2905","400000","house","3"
"2012-05-28 00:00:00","2615","410000","house","4"
"2012-05-28 00:00:00","2611","435000","house","3"
"2012-05-28 00:00:00","2615","525000","house","4"
"2012-05-29 00:00:00","2611","420000","house","3"
"2012-05-29 00:00:00","2602","517000","house","3"
"2012-05-29 00:00:00","2906","522500","house","4"
"2012-05-29 00:00:00","2902","610000","house","4"
"2012-05-29 00:00:00","2617","662220","house","4"
"2012-05-29 00:00:00","2603","1460000","house","3"
"2012-05-30 00:00:00","2615","375000","house","2"
"2012-05-30 00:00:00","2905","425000","house","3"
"2012-05-30 00:00:00","2905","449000","house","3"
"2012-05-31 00:00:00","2905","445000","house","3"
"2012-05-31 00:00:00","2905","474500","house","4"
"2012-05-31 00:00:00","2914","517500","house","4"
"2012-05-31 00:00:00","2617","520000","house","4"
"2012-05-31 00:00:00","2607","530000","house","3"
"2012-05-31 00:00:00","2914","626500","house","4"
"2012-05-31 00:00:00","2606","1200000","house","5"
"2012-06-01 00:00:00","2615","410500","house","3"
"2012-06-01 00:00:00","2905","535000","house","4"
"2012-06-01 00:00:00","2617","575000","house","4"
"2012-06-02 00:00:00","2905","450000","house","3"
"2012-06-02 00:00:00","2611","535000","house","4"
"2012-06-02 00:00:00","2604","780000","house","3"
"2012-06-04 00:00:00","2615","475000","house","3"
"2012-06-05 00:00:00","2906","400000","house","3"
"2012-06-05 00:00:00","2914","450000","house","3"
"2012-06-05 00:00:00","2903","470000","house","3"
"2012-06-05 00:00:00","2912","494950","house","3"
"2012-06-05 00:00:00","2607","580000","house","3"
"2012-06-06 00:00:00","2615","451000","house","5"
"2012-06-06 00:00:00","2615","470000","house","5"
"2012-06-06 00:00:00","2913","473000","house","4"
"2012-06-06 00:00:00","2906","500000","house","4"
"2012-06-06 00:00:00","2611","640000","house","3"
"2012-06-07 00:00:00","2615","415000","house","3"
"2012-06-07 00:00:00","2614","430000","house","4"
"2012-06-07 00:00:00","2902","453000","house","3"
"2012-06-07 00:00:00","2615","490000","house","5"
"2012-06-07 00:00:00","2904","546000","house","4"
"2012-06-07 00:00:00","2617","552500","house","4"
"2012-06-07 00:00:00","2903","703750","house","5"
"2012-06-08 00:00:00","2615","415000","house","3"
"2012-06-08 00:00:00","2617","457000","house","3"
"2012-06-08 00:00:00","2912","469900","house","3"
"2012-06-08 00:00:00","2617","470000","house","4"
"2012-06-08 00:00:00","2615","470500","house","3"
"2012-06-08 00:00:00","2611","490000","house","3"
"2012-06-08 00:00:00","2911","760000","house","4"
"2012-06-11 00:00:00","2906","692500","house","4"
"2012-06-12 00:00:00","2611","480000","house","3"
"2012-06-12 00:00:00","2906","505000","house","4"
"2012-06-12 00:00:00","2913","546000","house","4"
"2012-06-13 00:00:00","2905","415000","house","3"
"2012-06-14 00:00:00","2602","281000","house","1"
"2012-06-14 00:00:00","2906","365000","house","3"
"2012-06-14 00:00:00","2903","513000","house","4"
"2012-06-14 00:00:00","2905","515000","house","4"
"2012-06-14 00:00:00","2913","551000","house","4"
"2012-06-14 00:00:00","2913","850000","house","5"
"2012-06-15 00:00:00","2913","365000","house","3"
"2012-06-15 00:00:00","2617","385000","house","3"
"2012-06-15 00:00:00","2607","500000","house","3"
"2012-06-16 00:00:00","2607","765000","house","4"
"2012-06-16 00:00:00","2602","770000","house","4"
"2012-06-18 00:00:00","2614","390000","house","3"
"2012-06-18 00:00:00","2615","396700","house","3"
"2012-06-18 00:00:00","2906","441000","house","3"
"2012-06-18 00:00:00","2615","472000","house","5"
"2012-06-18 00:00:00","2913","515000","house","4"
"2012-06-18 00:00:00","2902","536000","house","3"
"2012-06-18 00:00:00","2903","590000","house","4"
"2012-06-18 00:00:00","2617","612000","house","4"
"2012-06-18 00:00:00","2602","1500000","house","5"
"2012-06-19 00:00:00","2611","469000","house","3"
"2012-06-19 00:00:00","2900","520000","house","3"
"2012-06-20 00:00:00","2617","490000","house","3"
"2012-06-20 00:00:00","2905","565000","house","4"
"2012-06-20 00:00:00","2617","615000","house","4"
"2012-06-21 00:00:00","2607","517500","house","3"
"2012-06-22 00:00:00","2614","394000","house","3"
"2012-06-22 00:00:00","2906","450000","house","3"
"2012-06-22 00:00:00","2615","510000","house","4"
"2012-06-22 00:00:00","2906","569000","house","4"
"2012-06-23 00:00:00","2617","510000","house","4"
"2012-06-25 00:00:00","2615","446000","house","3"
"2012-06-25 00:00:00","2905","480000","house","3"
"2012-06-25 00:00:00","2913","535000","house","4"
"2012-06-25 00:00:00","2902","736000","house","5"
"2012-06-25 00:00:00","2600","745000","house","4"
"2012-06-25 00:00:00","2914","822500","house","4"
"2012-06-25 00:00:00","2612","1010000","house","3"
"2012-06-26 00:00:00","2615","406000","house","3"
"2012-06-26 00:00:00","2902","493000","house","4"
"2012-06-26 00:00:00","2914","515500","house","4"
"2012-06-26 00:00:00","2914","650000","house","4"
"2012-06-27 00:00:00","2905","410000","house","3"
"2012-06-27 00:00:00","2914","415000","house","3"
"2012-06-27 00:00:00","2905","445000","house","3"
"2012-06-27 00:00:00","2615","485000","house","3"
"2012-06-27 00:00:00","2906","500000","house","3"
"2012-06-27 00:00:00","2914","502000","house","3"
"2012-06-27 00:00:00","2905","512000","house","3"
"2012-06-27 00:00:00","2617","525500","house","4"
"2012-06-27 00:00:00","2611","595000","house","5"
"2012-06-28 00:00:00","2905","425000","house","3"
"2012-06-28 00:00:00","2606","550000","house","3"
"2012-06-28 00:00:00","2912","560000","house","4"
"2012-06-28 00:00:00","2902","585000","house","4"
"2012-06-28 00:00:00","2906","597500","house","4"
"2012-06-28 00:00:00","2904","675000","house","5"
"2012-06-29 00:00:00","2615","407000","house","3"
"2012-06-29 00:00:00","2615","410000","house","3"
"2012-06-29 00:00:00","2905","425000","house","3"
"2012-06-29 00:00:00","2913","490000","house","4"
"2012-06-29 00:00:00","2906","496000","house","3"
"2012-06-29 00:00:00","2602","505000","house","3"
"2012-06-29 00:00:00","2617","530000","house","3"
"2012-06-29 00:00:00","2615","535000","house","4"
"2012-06-29 00:00:00","2602","575000","house","3"
"2012-06-29 00:00:00","2611","580000","house","4"
"2012-06-29 00:00:00","2615","587500","house","4"
"2012-06-29 00:00:00","2605","835000","house","4"
"2012-06-29 00:00:00","2614","895000","house","4"
"2012-06-30 00:00:00","2607","500000","house","3"
"2012-06-30 00:00:00","2605","580000","house","3"
"2012-06-30 00:00:00","2614","650000","house","5"
"2012-07-02 00:00:00","2615","347000","house","3"
"2012-07-02 00:00:00","2615","422000","house","3"
"2012-07-02 00:00:00","2914","435000","house","3"
"2012-07-02 00:00:00","2914","488000","house","3"
"2012-07-02 00:00:00","2904","516000","house","3"
"2012-07-02 00:00:00","2912","620000","house","4"
"2012-07-03 00:00:00","2905","375000","house","3"
"2012-07-03 00:00:00","2903","420000","house","3"
"2012-07-03 00:00:00","2615","425000","house","3"
"2012-07-03 00:00:00","2906","447000","house","3"
"2012-07-03 00:00:00","2902","490000","house","3"
"2012-07-03 00:00:00","2617","558500","house","3"
"2012-07-03 00:00:00","2914","887500","house","5"
"2012-07-04 00:00:00","2611","422500","house","3"
"2012-07-04 00:00:00","2615","472000","house","4"
"2012-07-04 00:00:00","2617","500000","house","4"
"2012-07-04 00:00:00","2902","854000","house","5"
"2012-07-04 00:00:00","2611","900000","house","4"
"2012-07-05 00:00:00","2615","438000","house","3"
"2012-07-05 00:00:00","2906","478000","house","4"
"2012-07-05 00:00:00","2617","530000","house","3"
"2012-07-05 00:00:00","2914","540000","house","4"
"2012-07-05 00:00:00","2604","840000","house","5"
"2012-07-06 00:00:00","2615","350000","house","2"
"2012-07-06 00:00:00","2614","445000","house","3"
"2012-07-06 00:00:00","2905","535000","house","4"
"2012-07-06 00:00:00","2906","560000","house","4"
"2012-07-06 00:00:00","2602","625000","house","3"
"2012-07-06 00:00:00","2906","650000","house","4"
"2012-07-06 00:00:00","2612","653000","house","2"
"2012-07-07 00:00:00","2905","425000","house","3"
"2012-07-07 00:00:00","2603","720000","house","3"
"2012-07-09 00:00:00","2902","590000","house","3"
"2012-07-09 00:00:00","2913","690000","house","5"
"2012-07-10 00:00:00","2903","485000","house","4"
"2012-07-10 00:00:00","2611","549000","house","4"
"2012-07-10 00:00:00","2611","590000","house","4"
"2012-07-11 00:00:00","2615","485000","house","3"
"2012-07-11 00:00:00","2914","511000","house","4"
"2012-07-11 00:00:00","2615","545000","house","4"
"2012-07-11 00:00:00","2614","578000","house","4"
"2012-07-12 00:00:00","2615","506500","house","4"
"2012-07-12 00:00:00","2913","1300000","house","5"
"2012-07-13 00:00:00","2615","412500","house","3"
"2012-07-13 00:00:00","2905","425000","house","3"
"2012-07-13 00:00:00","2611","480000","house","4"
"2012-07-13 00:00:00","2606","612500","house","3"
"2012-07-13 00:00:00","2602","810000","house","3"
"2012-07-14 00:00:00","2611","515000","house","3"
"2012-07-14 00:00:00","2602","817000","house","3"
"2012-07-15 00:00:00","2611","517000","house","3"
"2012-07-15 00:00:00","2914","695000","house","4"
"2012-07-16 00:00:00","2615","435000","house","3"
"2012-07-16 00:00:00","2903","441000","house","3"
"2012-07-16 00:00:00","2615","460000","house","3"
"2012-07-16 00:00:00","2913","465000","house","3"
"2012-07-16 00:00:00","2903","480000","house","4"
"2012-07-16 00:00:00","2914","505000","house","4"
"2012-07-16 00:00:00","2912","511000","house","4"
"2012-07-16 00:00:00","2913","530000","house","4"
"2012-07-16 00:00:00","2611","580000","house","4"
"2012-07-16 00:00:00","2602","730000","house","3"
"2012-07-17 00:00:00","2911","259000","house","4"
"2012-07-18 00:00:00","2615","410000","house","3"
"2012-07-18 00:00:00","2902","442800","house","4"
"2012-07-18 00:00:00","2913","572500","house","4"
"2012-07-18 00:00:00","2602","595000","house","3"
"2012-07-18 00:00:00","2611","710000","house","4"
"2012-07-18 00:00:00","2611","795000","house","4"
"2012-07-19 00:00:00","2617","420000","house","3"
"2012-07-19 00:00:00","2615","472000","house","4"
"2012-07-19 00:00:00","2615","560000","house","4"
"2012-07-20 00:00:00","2611","453000","house","3"
"2012-07-20 00:00:00","2602","530000","house","3"
"2012-07-20 00:00:00","2602","560000","house","4"
"2012-07-20 00:00:00","2611","602500","house","4"
"2012-07-20 00:00:00","2902","840000","house","4"
"2012-07-21 00:00:00","2905","430000","house","4"
"2012-07-23 00:00:00","2615","428000","house","3"
"2012-07-23 00:00:00","2913","505000","house","2"
"2012-07-23 00:00:00","2602","620000","house","3"
"2012-07-23 00:00:00","2904","800000","house","4"
"2012-07-24 00:00:00","2902","470000","house","4"
"2012-07-24 00:00:00","2615","500000","house","4"
"2012-07-24 00:00:00","2905","510000","house","3"
"2012-07-24 00:00:00","2905","530000","house","4"
"2012-07-24 00:00:00","2913","687000","house","4"
"2012-07-24 00:00:00","2603","850000","house","3"
"2012-07-25 00:00:00","2903","430000","house","3"
"2012-07-25 00:00:00","2903","441000","house","3"
"2012-07-25 00:00:00","2607","442000","house","3"
"2012-07-25 00:00:00","2611","455000","house","3"
"2012-07-25 00:00:00","2913","459000","house","3"
"2012-07-25 00:00:00","2615","500000","house","4"
"2012-07-25 00:00:00","2615","605000","house","4"
"2012-07-26 00:00:00","2606","630000","house","5"
"2012-07-26 00:00:00","2600","1450000","house","4"
"2012-07-27 00:00:00","2905","380000","house","3"
"2012-07-27 00:00:00","2913","408000","house","3"
"2012-07-27 00:00:00","2615","470000","house","3"
"2012-07-27 00:00:00","2617","640000","house","4"
"2012-07-28 00:00:00","2602","696000","house","3"
"2012-07-28 00:00:00","2602","745000","house","3"
"2012-07-28 00:00:00","2906","821000","house","5"
"2012-07-28 00:00:00","2604","936000","house","4"
"2012-07-28 00:00:00","2617","975000","house","5"
"2012-07-28 00:00:00","2612","1105000","house","3"
"2012-07-30 00:00:00","2906","367000","house","3"
"2012-07-30 00:00:00","2615","410000","house","3"
"2012-07-30 00:00:00","2902","415000","house","3"
"2012-07-30 00:00:00","2912","492111","house","3"
"2012-07-30 00:00:00","2906","525000","house","4"
"2012-07-30 00:00:00","2914","622000","house","5"
"2012-07-30 00:00:00","2607","660000","house","4"
"2012-07-30 00:00:00","2913","768000","house","4"
"2012-07-31 00:00:00","2614","270000","house","2"
"2012-07-31 00:00:00","2615","405000","house","2"
"2012-07-31 00:00:00","2913","406000","house","3"
"2012-07-31 00:00:00","2904","433000","house","3"
"2012-07-31 00:00:00","2914","516000","house","3"
"2012-07-31 00:00:00","2905","540000","house","4"
"2012-07-31 00:00:00","2600","925000","house","4"
"2012-08-01 00:00:00","2602","285000","house","2"
"2012-08-01 00:00:00","2904","447000","house","3"
"2012-08-01 00:00:00","2913","527500","house","4"
"2012-08-02 00:00:00","2615","390000","house","3"
"2012-08-02 00:00:00","2615","392000","house","3"
"2012-08-02 00:00:00","2904","458000","house","3"
"2012-08-02 00:00:00","2602","760000","house","4"
"2012-08-02 00:00:00","2612","830000","house","4"
"2012-08-02 00:00:00","2905","1005000","house","5"
"2012-08-03 00:00:00","2906","330000","house","3"
"2012-08-03 00:00:00","2615","365000","house","3"
"2012-08-03 00:00:00","2913","470000","house","3"
"2012-08-03 00:00:00","2615","515000","house","4"
"2012-08-03 00:00:00","2914","529950","house","4"
"2012-08-03 00:00:00","2906","559950","house","4"
"2012-08-03 00:00:00","2905","585000","house","4"
"2012-08-03 00:00:00","2903","617000","house","4"
"2012-08-03 00:00:00","2615","667500","house","4"
"2012-08-04 00:00:00","2602","694000","house","2"
"2012-08-04 00:00:00","2905","716000","house","4"
"2012-08-04 00:00:00","2602","750000","house","2"
"2012-08-04 00:00:00","2612","845000","house","2"
"2012-08-06 00:00:00","2611","500000","house","4"
"2012-08-06 00:00:00","2617","532500","house","4"
"2012-08-06 00:00:00","2904","550000","house","4"
"2012-08-06 00:00:00","2911","610000","house","4"
"2012-08-07 00:00:00","2615","440000","house","3"
"2012-08-07 00:00:00","2904","545000","house","3"
"2012-08-07 00:00:00","2602","575000","house","3"
"2012-08-08 00:00:00","2913","355000","house","3"
"2012-08-08 00:00:00","2913","365000","house","3"
"2012-08-08 00:00:00","2615","415000","house","3"
"2012-08-08 00:00:00","2906","420000","house","3"
"2012-08-08 00:00:00","2902","425000","house","3"
"2012-08-09 00:00:00","2615","355000","house","3"
"2012-08-09 00:00:00","2914","540000","house","4"
"2012-08-10 00:00:00","2611","510000","house","3"
"2012-08-10 00:00:00","2914","530000","house","4"
"2012-08-10 00:00:00","2611","590000","house","4"
"2012-08-10 00:00:00","2614","655000","house","4"
"2012-08-11 00:00:00","2615","370000","house","3"
"2012-08-11 00:00:00","2615","400000","house","3"
"2012-08-11 00:00:00","2605","820000","house","3"
"2012-08-11 00:00:00","2904","825000","house","4"
"2012-08-12 00:00:00","2903","447000","house","3"
"2012-08-13 00:00:00","2906","385500","house","2"
"2012-08-13 00:00:00","2902","392000","house","3"
"2012-08-13 00:00:00","2905","415000","house","3"
"2012-08-13 00:00:00","2611","499000","house","4"
"2012-08-13 00:00:00","2913","525000","house","4"
"2012-08-13 00:00:00","2906","615000","house","4"
"2012-08-13 00:00:00","2606","635000","house","3"
"2012-08-13 00:00:00","2603","955000","house","3"
"2012-08-14 00:00:00","2906","350000","house","3"
"2012-08-14 00:00:00","2904","410000","house","3"
"2012-08-14 00:00:00","2913","420000","house","3"
"2012-08-14 00:00:00","2902","570000","house","4"
"2012-08-14 00:00:00","2604","641000","house","3"
"2012-08-15 00:00:00","2906","360000","house","3"
"2012-08-15 00:00:00","2914","366000","house","2"
"2012-08-15 00:00:00","2611","405000","house","3"
"2012-08-15 00:00:00","2602","570000","house","3"
"2012-08-15 00:00:00","2602","575000","house","3"
"2012-08-15 00:00:00","2902","580000","house","5"
"2012-08-15 00:00:00","2617","660000","house","3"
"2012-08-16 00:00:00","2615","418000","house","3"
"2012-08-16 00:00:00","2905","425000","house","3"
"2012-08-16 00:00:00","2617","627003","house","4"
"2012-08-16 00:00:00","2913","651000","house","4"
"2012-08-16 00:00:00","2913","760000","house","4"
"2012-08-17 00:00:00","2905","367500","house","3"
"2012-08-17 00:00:00","2906","430000","house","3"
"2012-08-17 00:00:00","2912","473000","house","3"
"2012-08-17 00:00:00","2904","485000","house","3"
"2012-08-17 00:00:00","2611","495000","house","3"
"2012-08-17 00:00:00","2905","510000","house","4"
"2012-08-17 00:00:00","2914","523000","house","4"
"2012-08-17 00:00:00","2906","575000","house","4"
"2012-08-17 00:00:00","2607","597500","house","5"
"2012-08-17 00:00:00","2913","730000","house","4"
"2012-08-18 00:00:00","2606","601000","house","3"
"2012-08-18 00:00:00","2904","616000","house","4"
"2012-08-18 00:00:00","2605","625000","house","4"
"2012-08-18 00:00:00","2607","880000","house","5"
"2012-08-20 00:00:00","2607","300000","house","2"
